title,price,bedrooms,has_maid_room,bathrooms,area sqm,property_type,available from,location,amenities
Chalet 2Beds for sale in Silver Sands Lagoon VIEW,14500000,2,Yes,3,981055,Chalet,16 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study, Private Garden, Security, View of Water"
Chalet 2Beds for sale in Silver Sands Lagoon VIEW,14500000,2,Yes,3,981055,Chalet,16 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study, Private Garden, Security, View of Water"
Best Price in City Gate Apartment Finished 10Years,17000000,3,Yes,3,1731862,Apartment,16 Jun 2026,"City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Study, View of Water, Security"
Best Price in City Gate Apartment Finished 10Years,17000000,3,Yes,3,1731862,Apartment,16 Jun 2026,"City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Study, View of Water, Security"
Hot Price Bahary Chalet at Marassi Pool view 3beds,22000000,4,No,4,1701830,Chalet,16 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Covered Parking, Kitchen Appliances, Private Garden, Shared Pool, Study, Security, Shared Spa, View of Landmark"
Hot Price Bahary Chalet at Marassi Pool view 3beds,22000000,4,No,4,1701830,Chalet,16 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Covered Parking, Kitchen Appliances, Private Garden, Shared Pool, Study, Security, Shared Spa, View of Landmark"
SEA VIEW 3BR Chalet with only 5% Down payment !!,18200000,3,Yes,4,1451561,Chalet,15 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, View of Water, Security, Study"
SEA VIEW 3BR Chalet with only 5% Down payment !!,18200000,3,Yes,4,1451561,Chalet,15 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, View of Water, Security, Study"
Apartment for Sale | EL PATIO SOLA – New Cairo,9900000,3,Yes,3,1551668,Apartment,15 Jun 2026,"El Patio Sola, El Patio, El Shorouk Compounds, Shorouk City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Security"
Apartment for Sale | EL PATIO SOLA – New Cairo,9900000,3,Yes,3,1551668,Apartment,15 Jun 2026,"El Patio Sola, El Patio, El Shorouk Compounds, Shorouk City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Security"
Apartment for Sale Patio Oro Lowest Down Payment,15580000,3,Yes,2,1641765,Apartment,15 Jun 2026,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Apartment for Sale Patio Oro Lowest Down Payment,15580000,3,Yes,2,1641765,Apartment,15 Jun 2026,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
3BR Apartment for sale in Sodic East with only5%DP,15800000,3,Yes,3,1531647,Apartment,15 Jun 2026,"Sodic East, 6th District, New Heliopolis, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
3BR Apartment for sale in Sodic East with only5%DP,15800000,3,Yes,3,1531647,Apartment,15 Jun 2026,"Sodic East, 6th District, New Heliopolis, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Fully Finished 4BR Ground Apartment Ready To Move,22879000,4,Yes,3,2202368,Apartment,15 Jun 2026,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Fully Finished 4BR Ground Apartment Ready To Move,22879000,4,Yes,3,2202368,Apartment,15 Jun 2026,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Sea View Town House Villa Over 8Y Plan & Low Dp!,22657000,3,Yes,3,1801938,Villa,15 Jun 2026,"Mountain View, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Sea View Town House Villa Over 8Y Plan & Low Dp!,22657000,3,Yes,3,1801938,Villa,15 Jun 2026,"Mountain View, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Quattro Ready For sale Prime Location in CFC,29985000,5,No,5,2823035,Villa,15 Jun 2026,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Shared Pool, Study"
Quattro Ready For sale Prime Location in CFC,29985000,5,No,5,2823035,Villa,15 Jun 2026,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Shared Pool, Study"
LUXURY APARTMENT FOR SALE IN NEW PHASE OVER 14 Y,6900000,2,Yes,2,1101184,Apartment,15 Jun 2026,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water"
LUXURY APARTMENT FOR SALE IN NEW PHASE OVER 14 Y,6900000,2,Yes,2,1101184,Apartment,15 Jun 2026,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water"
APARTMENT FOR SALE GREENERY VIEW WITH 5% DP,13000000,2,Yes,2,1101184,Apartment,15 Jun 2026,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
APARTMENT FOR SALE GREENERY VIEW WITH 5% DP,13000000,2,Yes,2,1101184,Apartment,15 Jun 2026,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
chalet 3bed ready to move in silversands old price,19000000,3,Yes,3,1731862,Chalet,15 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, View of Water"
chalet 3bed ready to move in silversands old price,19000000,3,Yes,3,1731862,Chalet,15 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, View of Water"
OVER 10 YEARS FINISHED CHALET SEA VIEW FOR SALE,21000000,3,Yes,3,1771905,Chalet,15 Jun 2026,"June, Ras Al Hekma, North Coast","Partly furnished, Central A/C, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
OVER 10 YEARS FINISHED CHALET SEA VIEW FOR SALE,21000000,3,Yes,3,1771905,Chalet,15 Jun 2026,"June, Ras Al Hekma, North Coast","Partly furnished, Central A/C, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
APARTMENT FOR SALE WITH PRIVATE GARDEN OVER 6 Y,17000000,2,Yes,2,1371475,Apartment,15 Jun 2026,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
APARTMENT FOR SALE WITH PRIVATE GARDEN OVER 6 Y,17000000,2,Yes,2,1371475,Apartment,15 Jun 2026,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Ready To Move In Hill Side Best Location In Owest,11000000,4,No,4,2072228,Apartment,15 Jun 2026,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Landmark"
Ready To Move In Hill Side Best Location In Owest,11000000,4,No,4,2072228,Apartment,15 Jun 2026,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Landmark"
Sea View Standalone 1st Row Ready To Move Finished,82000000,6,Yes,6,7488051,Villa,15 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Maids Room, Private Garden, Shared Pool, Study, View of Water, Security"
Sea View Standalone 1st Row Ready To Move Finished,82000000,6,Yes,6,7488051,Villa,15 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Maids Room, Private Garden, Shared Pool, Study, View of Water, Security"
CHALET FINISHED WITH ACS FULL SEA VIEW 5%DP BY ORA,14000000,2,Yes,2,1091173,Chalet,15 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study"
CHALET FINISHED WITH ACS FULL SEA VIEW 5%DP BY ORA,14000000,2,Yes,2,1091173,Chalet,15 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study"
"LAST SEAVIEW CHALET 2BED , LOWEST PRICE IN MARASSI",15650000,2,Yes,2,1301399,Chalet,15 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
"LAST SEAVIEW CHALET 2BED , LOWEST PRICE IN MARASSI",15650000,2,Yes,2,1301399,Chalet,15 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Apartment for sale in o west inst up to 9 years,13000000,3,Yes,3,1491604,Apartment,14 Jun 2026,"O West, 6 October Compounds, 6 October City, Giza","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Apartment for sale in o west inst up to 9 years,13000000,3,Yes,3,1491604,Apartment,14 Jun 2026,"O West, 6 October Compounds, 6 October City, Giza","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
resale apartment under market price facing north,7300000,3,Yes,3,1801938,Apartment,15 Jun 2026,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
resale apartment under market price facing north,7300000,3,Yes,3,1801938,Apartment,15 Jun 2026,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
resale twinhouse fully finished under market price,35500000,3,Yes,3,2302476,Twin House,15 Jun 2026,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
resale twinhouse fully finished under market price,35500000,3,Yes,3,2302476,Twin House,15 Jun 2026,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Villa For Sale IN Makadi Sea View Prime Location .,26000000,3,Yes,4,3613886,Villa,15 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Unfurnished, Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Villa For Sale IN Makadi Sea View Prime Location .,26000000,3,Yes,4,3613886,Villa,15 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Unfurnished, Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Full Sea View Chalet Fully Finished Prime Location,16000000,2,Yes,3,1251345,Chalet,14 Jun 2026,"June, Ras Al Hekma, North Coast","Unfurnished, Built in Wardrobes, Central A/C, Kitchen Appliances, Private Garden, Private Pool, Balcony, Covered Parking, Maids Room, Shared Pool"
Full Sea View Chalet Fully Finished Prime Location,16000000,2,Yes,3,1251345,Chalet,14 Jun 2026,"June, Ras Al Hekma, North Coast","Unfurnished, Built in Wardrobes, Central A/C, Kitchen Appliances, Private Garden, Private Pool, Balcony, Covered Parking, Maids Room, Shared Pool"
Fully Finished Ground Chalet 3Bed For Sale In June,16775300,3,Yes,3,1401507,Chalet,14 Jun 2026,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Fully Finished Ground Chalet 3Bed For Sale In June,16775300,3,Yes,3,1401507,Chalet,14 Jun 2026,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
on lagoon Ready to Move 2B Chalet garden in makadi,7000000,2,No,3,1471582,Chalet,14 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Unfurnished, Children's Pool, Lobby in Building, View of Landmark, Walk-in Closet, Shared Gym, Shared Spa, Security, View of Water, Shared Pool"
on lagoon Ready to Move 2B Chalet garden in makadi,7000000,2,No,3,1471582,Chalet,14 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Unfurnished, Children's Pool, Lobby in Building, View of Landmark, Walk-in Closet, Shared Gym, Shared Spa, Security, View of Water, Shared Pool"
SEA VIEW 3BR Chalet with only 5% Down payment !!,17500000,3,Yes,4,1451561,Chalet,14 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Study, View of Water"
SEA VIEW 3BR Chalet with only 5% Down payment !!,17500000,3,Yes,4,1451561,Chalet,14 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Study, View of Water"
LAST LARGE LUXURY 2 BED SEA VIEW OVER 8 YEARS !!!!,13000000,2,Yes,3,1251345,Chalet,14 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Pool, Maids Room, Private Garden, Shared Pool"
LAST LARGE LUXURY 2 BED SEA VIEW OVER 8 YEARS !!!!,13000000,2,Yes,3,1251345,Chalet,14 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Pool, Maids Room, Private Garden, Shared Pool"
Silversands North Coast by ORA | Luxury 2BR Chalet,11000000,2,Yes,2,1201292,Chalet,11 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Silversands North Coast by ORA | Luxury 2BR Chalet,11000000,2,Yes,2,1201292,Chalet,11 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Ready To Move Fully Finished 4th Sea Row Chalet,22332700,3,Yes,3,1501615,Chalet,9 Jun 2026,"La vista Ras El Hikma, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Ready To Move Fully Finished 4th Sea Row Chalet,22332700,3,Yes,3,1501615,Chalet,9 Jun 2026,"La vista Ras El Hikma, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Villa Delivery 2Yrs - Over 9 Years Of Installments,15400000,3,Yes,3,1601722,Villa,11 Jun 2026,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Villa Delivery 2Yrs - Over 9 Years Of Installments,15400000,3,Yes,3,1601722,Villa,11 Jun 2026,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
